,Movie Title,Review,Number of RT Reviews,Year,movie_ID,movie_title,year,genres,avg_rating,numVotes,directorID,director_name
1344,The Ides of March,84%,234,2011,tt1124035,The Ides of March,2011,"Drama,Thriller",7.1,206497.0,nm0000123,George Clooney
1345,Armadillo,90%,52,2011,,,,,,,,
1346,Cedar Rapids,86%,163,2011,tt1477837,Cedar Rapids,2011,Comedy,6.3,34672.0,nm0037708,Miguel Arteta
1347,Rise of the Planet of the Apes,82%,265,2011,tt1318514,Rise of the Planet of the Apes,2011,"Action,Drama,Sci-Fi",7.6,469255.0,nm1012501,Rupert Wyatt
1348,Super 8,81%,283,2011,tt1650062,Super 8,2011,"Mystery,Sci-Fi,Thriller",7.0,318596.0,nm0009190,J.J. Abrams
1349,Super 8,81%,283,2011,tt1792693,Super 8,2011,"Crime,Drama,Mystery",8.0,926.0,nm0008971,Phil Abraham
1350,Super 8,81%,283,2011,tt6829620,Super 8,2011,"Comedy,Talk-Show",7.1,9.0,nm5741914,Chris Stuckmann
1351,Tinker Tailor Soldier Spy,83%,221,2011,tt1340800,Tinker Tailor Soldier Spy,2011,"Drama,Mystery,Thriller",7.1,173634.0,nm0019247,Tomas Alfredson
1352,Beginners,85%,158,2011,,,,,,,,
1353,Meek's Cutoff,86%,126,2011,,,,,,,,
1354,Puss in Boots,85%,148,2011,tt0448694,Puss in Boots,2011,"Action,Adventure,Animation",6.6,132032.0,nm3735491,Chris Miller
1355,Puss in Boots,85%,148,2011,tt1779550,Puss in Boots,2011,Comedy,5.2,5.0,nm3766090,Doug Walker
1356,The Lincoln Lawyer,84%,170,2011,tt1189340,The Lincoln Lawyer,2011,"Crime,Drama,Thriller",7.3,194813.0,nm1026778,Brad Furman
1357,Bobby Fischer Against The World,88%,48,2011,,,,,,,,
1358,Jane Eyre,84%,162,2011,tt1229822,Jane Eyre,2011,"Drama,Romance",7.4,74126.0,nm1560977,Cary Joji Fukunaga
1359,The Hedgehog,87%,70,2011,,,,,,,,
1360,A Screaming Man,88%,40,2011,,,,,,,,
1361,Warrior,83%,188,2011,tt1291584,Warrior,2011,"Drama,Sport",8.2,400013.0,nm0640334,Gavin O'Connor
1362,Terri,86%,96,2011,tt1687281,Terri,2011,"Comedy,Drama",6.5,9137.0,nm0414337,Azazel Jacobs
1363,Even the Rain (Meme La Pluie),87%,60,2011,,,,,,,,
1364,My Week with Marilyn,83%,177,2011,tt1655420,My Week with Marilyn,2011,"Biography,Drama",7.0,78885.0,nm0193508,Simon Curtis
1365,Captain America: The First Avenger,80%,262,2011,tt0458339,Captain America: The First Avenger,2011,"Action,Adventure,Sci-Fi",6.9,645541.0,nm0002653,Joe Johnston
1366,Captain America: The First Avenger,80%,262,2011,tt7084552,Captain America: The First Avenger,2011,"Comedy,Talk-Show",6.8,5.0,nm5741914,Chris Stuckmann
1367,Carancho,87%,47,2011,,,,,,,,
1368,Circumstance,86%,76,2011,tt1684628,Circumstance,2011,Drama,5.9,7015.0,nm1991486,Maryam Keshavarz
1369,A Better Life,85%,105,2011,tt1554091,A Better Life,2011,"Drama,Romance",7.2,14532.0,nm0919363,Chris Weitz
1370,A Better Life,85%,105,2011,tt2027265,A Better Life,2011,Drama,6.6,1508.0,nm0434806,Cédric Kahn
1371,Viva Riva!,86%,59,2011,,,,,,,,
1372,Tucker and Dale vs. Evil,84%,108,2011,,,,,,,,
1373,La princesse de Montpensier (The Princess of Montpensier),85%,66,2011,,,,,,,,
1374,La tête en friche (My Afternoons with Margueritte),85%,60,2011,,,,,,,,
1375,Potiche,83%,115,2011,,,,,,,,
1376,Mysteries of Lisbon,85%,54,2011,tt1242503,Mysteries of Lisbon,2011,"Drama,Mystery,Romance",8.2,232.0,nm0749914,Raoul Ruiz
1377,Kung Fu Panda 2,81%,171,2011,tt1302011,Kung Fu Panda 2,2011,"Action,Adventure,Animation",7.2,225043.0,nm0950775,Jennifer Yuh Nelson
1378,Kung Fu Panda 2,81%,171,2011,tt1937212,Kung Fu Panda 2,2011,\N,7.3,35.0,nm0140443,Douglas Carrigan
1379,"Happy, Happy",85%,47,2011,,,,,,,,
1380,Trollhunter,83%,105,2011,,,,,,,,
1381,Young Adult,80%,192,2011,tt1625346,Young Adult,2011,"Comedy,Drama",6.3,73362.0,nm0718646,Jason Reitman
1382,Thor,77%,281,2011,tt0800369,Thor,2011,"Action,Adventure,Fantasy",7.0,665357.0,nm0000110,Kenneth Branagh
1383,Thor,77%,281,2011,tt1926440,Thor,2011,"Comedy,Short",5.2,12.0,nm3766090,Doug Walker
1384,Thor,77%,281,2011,tt2242829,Thor,2011,Comedy,7.2,5.0,nm4159145,Joe Vargas
1385,The Way,83%,98,2011,,,,,,,,
1386,Shame,79%,214,2011,tt1723811,Shame,2011,Drama,7.2,170089.0,nm2588606,Steve McQueen
1387,Shame,79%,214,2011,tt2059013,Shame,2011,"Crime,Drama,Thriller",7.9,77.0,nm0665321,Jonas Pate
1388,The Skin I Live In,80%,174,2011,tt1189073,The Skin I Live In,2011,"Drama,Horror,Thriller",7.6,122006.0,nm0000264,Pedro Almodóvar
1389,Argo,96%,343,2012,tt1024648,Argo,2012,"Biography,Drama,Thriller",7.7,530253.0,nm0000255,Ben Affleck
1390,Skyfall,92%,364,2012,tt1074638,Skyfall,2012,"Action,Adventure,Thriller",7.8,587976.0,nm0005222,Sam Mendes
1391,Skyfall,92%,364,2012,tt2516988,Skyfall,2012,"Comedy,Talk-Show",7.2,25.0,nm1518150,Mike Stoklasa
1392,Marvel's The Avengers,92%,342,2012,tt2384455,Marvel's The Avengers,2012,Talk-Show,9.1,7.0,nm3973010,Mathew Buck
1393,Looper,93%,260,2012,tt1276104,Looper,2012,"Action,Crime,Drama",7.4,495981.0,nm0426059,Rian Johnson
1394,Moonrise Kingdom,93%,246,2012,tt1748122,Moonrise Kingdom,2012,"Adventure,Comedy,Drama",7.8,288874.0,nm0027572,Wes Anderson
1395,Jiro Dreams of Sushi,99%,93,2012,,,,,,,,
1396,Wake in Fright,100%,51,2012,,,,,,,,
1397,How to Survive a Plague,99%,75,2012,tt2124803,How to Survive a Plague,2012,"Documentary,History,News",7.6,3452.0,nm0289800,David France
1398,The Cabin in the Woods,91%,274,2012,,,,,,,,
1399,The Invisible War,99%,71,2012,tt2120152,The Invisible War,2012,"Crime,Documentary",7.6,6318.0,nm0225269,Kirby Dick
1400,Silver Linings Playbook,92%,246,2012,tt1045658,Silver Linings Playbook,2012,"Comedy,Drama,Romance",7.7,616677.0,nm0751102,David O. Russell
1401,Monsieur Lazhar,97%,117,2012,,,,,,,,
1402,Amour,93%,216,2012,tt1602620,Amour,2012,"Drama,Romance",7.9,84181.0,nm0359734,Michael Haneke
1403,Ai Weiwei: Never Sorry,98%,80,2012,tt1845773,Ai Weiwei: Never Sorry,2012,Documentary,7.6,3955.0,nm3052903,Alison Klayman
1404,The Dark Knight Rises,87%,355,2012,tt1345836,The Dark Knight Rises,2012,"Action,Thriller",8.4,1369084.0,nm0634240,Christopher Nolan
1405,The Dark Knight Rises,87%,355,2012,tt2290142,The Dark Knight Rises,2012,"Comedy,Talk-Show",7.8,33.0,nm1518150,Mike Stoklasa
1406,The Dark Knight Rises,87%,355,2012,tt2290146,The Dark Knight Rises,2012,"Comedy,Short",5.3,15.0,nm3766090,Doug Walker
1407,The Dark Knight Rises,87%,355,2012,tt3976222,The Dark Knight Rises,2012,"Action,Adventure,Drama",7.8,104.0,\N,
1408,The Kid with a Bike,96%,129,2012,,,,,,,,
1409,This Is Not a Film,97%,98,2012,,,,,,,,
1410,The Secret World of Arrietty,95%,148,2012,tt2267095,The Secret World of Arrietty,2012,"Comedy,Short",4.9,9.0,nm3766090,Doug Walker
1411,The Imposter,96%,114,2012,tt1966604,The Imposter,2012,"Biography,Crime,Documentary",7.5,41851.0,nm1717925,Bart Layton
1412,The Imposter,96%,114,2012,tt2054642,The Imposter,2012,"Drama,History",7.3,40.0,nm1012772,Ciaran Donnelly
1413,The Imposter,96%,114,2012,tt7037468,The Imposter,2012,"Adventure,Animation,Comedy",7.0,6.0,nm9072464,Luke Lerdwichagul
1414,West of Memphis,96%,113,2012,tt2130321,West of Memphis,2012,"Crime,Documentary",7.9,9167.0,nm1332844,Amy Berg
1415,The Loved Ones,98%,55,2012,,,,,,,,
1416,Beware Of Mr. Baker,98%,53,2012,,,,,,,,
1417,Undefeated,96%,101,2012,,,,,,,,
1418,Lincoln,89%,274,2012,tt0443272,Lincoln,2012,"Biography,Drama,History",7.4,226950.0,nm0000229,Steven Spielberg
1419,Mea Maxima Culpa: Silence In The House Of God,98%,48,2012,,,,,,,,
1420,The Island President,98%,47,2012,,,,,,,,
1421,"Oslo, August 31st",97%,66,2012,,,,,,,,
1422,The Queen of Versailles,95%,112,2012,tt2125666,The Queen of Versailles,2012,Documentary,7.1,11859.0,nm1132362,Lauren Greenfield
1423,Marley,95%,106,2012,tt1183919,Marley,2012,"Biography,Documentary,Music",8.0,12429.0,nm0531817,Kevin Macdonald
1424,Searching for Sugar Man,94%,126,2012,tt2125608,Searching for Sugar Man,2012,"Biography,Documentary,Music",8.2,58146.0,nm0070594,Malik Bendjelloul
1425,The Sessions,91%,198,2012,tt1866249,The Sessions,2012,"Biography,Comedy,Drama",7.2,39584.0,nm0506802,Ben Lewin
1426,Chasing Ice,96%,70,2012,tt1579361,Chasing Ice,2012,"Biography,Documentary",7.8,7673.0,nm2341611,Jeff Orlowski
1427,Sister,96%,69,2012,tt1937324,Sister,2012,"Documentary,Drama",6.4,7.0,nm4468768,Brenda Davis
1428,Sister,96%,69,2012,tt2062969,Sister,2012,"Crime,Drama",7.1,5794.0,nm0576732,Ursula Meier
1429,Brooklyn Castle,96%,51,2012,tt1800266,Brooklyn Castle,2012,Documentary,7.3,859.0,nm2279885,Katie Dellamaggiore
1430,Marina Abramovic: The Artist Is Present,96%,46,2012,tt2073029,Marina Abramovic: The Artist Is Present,2012,"Biography,Documentary,History",7.9,5245.0,"nm1128830,nm0243391",
1431,5 Broken Cameras,96%,46,2012,,,,,,,,
1432,Barbara,94%,77,2012,tt2178941,Barbara,2012,Drama,7.2,11159.0,nm0678857,Christian Petzold
1433,Django Unchained,86%,277,2012,tt1853728,Django Unchained,2012,"Drama,Western",8.4,1192602.0,nm0000233,Quentin Tarantino
1434,Headhunters,93%,97,2012,tt2168676,Headhunters,2012,"Adventure,Animation,Comedy",8.1,1149.0,nm1434374,John Aoshima
1435,Headhunters,93%,97,2012,tt2336661,Headhunters,2012,"Comedy,Crime,Drama",8.6,961.0,nm0855613,John Terlesky
1436,Holy Motors,91%,147,2012,tt2076220,Holy Motors,2012,"Drama,Fantasy",7.1,36443.0,nm0136021,Leos Carax
1437,Diana Vreeland: The Eye Has To Travel,94%,70,2012,,,,,,,,
1438,Sing Your Song,95%,40,2012,,,,,,,,
1439,The House I Live In,94%,64,2012,tt2125653,The House I Live In,2012,Documentary,7.9,4996.0,nm0418659,Eugene Jarecki
1440,Elena,94%,63,2012,tt2475154,Elena,2012,"Biography,Documentary,Drama",7.7,1215.0,nm3525467,Petra Costa
1441,"Farewell, My Queen",93%,81,2012,tt1753813,"Farewell, My Queen",2012,"Drama,History,Romance",6.3,7463.0,nm0415245,Benoît Jacquot
1442,First Position,93%,74,2012,,,,,,,,
1443,The Central Park Five,93%,73,2012,tt2380247,The Central Park Five,2012,"Crime,Documentary,History",7.6,5831.0,"nm0122741,nm2047334,nm5023740",
1444,The Hunger Games,84%,298,2012,tt1392170,The Hunger Games,2012,"Action,Adventure,Sci-Fi",7.2,789299.0,nm0002657,Gary Ross
1445,The Hunger Games,84%,298,2012,tt2324161,The Hunger Games,2012,"Comedy,Short",5.0,11.0,nm3766090,Doug Walker
1446,I Wish,93%,72,2012,tt2670556,I Wish,2012,Fantasy,8.2,12.0,nm3346085,Jim Idema
1447,Safety Not Guaranteed,90%,143,2012,tt1862079,Safety Not Guaranteed,2012,"Comedy,Drama,Romance",7.0,111188.0,nm1119880,Colin Trevorrow
1448,Life of Pi,86%,243,2012,tt0454876,Life of Pi,2012,"Adventure,Drama,Fantasy",7.9,529019.0,nm0000487,Ang Lee
1449,Side by Side,93%,67,2012,tt2014338,Side by Side,2012,Documentary,7.6,12393.0,nm0447863,Christopher Kenneally
1450,Side by Side,93%,67,2012,tt2426188,Side by Side,2012,"Comedy,Drama,History",8.0,119.0,"nm0142438,nm0549733,nm1163899,nm2102826",
1451,Frankenweenie,87%,217,2012,tt1142977,Frankenweenie,2012,"Animation,Comedy,Family",7.0,88437.0,nm0000318,Tim Burton
1452,ParaNorman,88%,180,2012,tt1623288,ParaNorman,2012,"Adventure,Animation,Comedy",7.0,86364.0,"nm2752098,nm0271402",
1453,Once Upon a Time in Anatolia,92%,75,2012,,,,,,,,
1454,Beasts of the Southern Wild,87%,200,2012,tt2125435,Beasts of the Southern Wild,2012,"Adventure,Drama,Fantasy",7.3,77081.0,nm1022455,Benh Zeitlin
1455,Arbitrage,88%,169,2012,tt1764183,Arbitrage,2012,"Drama,Thriller",6.6,46506.0,nm1906430,Nicholas Jarecki
1456,"Turn Me On, Dammit!",93%,43,2012,,,,,,,,
1457,Compliance,89%,141,2012,tt1971352,Compliance,2012,"Biography,Crime,Drama",6.4,28467.0,nm0957505,Craig Zobel
1458,Bernie,88%,159,2012,,,,,,,,
1459,A Royal Affair,90%,108,2012,tt1276419,A Royal Affair,2012,"Biography,Drama,History",7.6,40614.0,nm1064048,Nikolaj Arcel
1460,Wreck-it Ralph,87%,183,2012,,,,,,,,
1461,The Master,84%,243,2012,tt1560747,The Master,2012,Drama,7.1,129437.0,nm0000759,Paul Thomas Anderson
1462,Footnote,90%,88,2012,,,,,,,,
1463,"Electric Boogaloo: The Wild, Untold Story of Cannon Films",91%,43,2012,,,,,,,,
1464,21 Jump Street,84%,216,2012,tt1232829,21 Jump Street,2012,"Action,Comedy,Crime",7.2,473410.0,"nm0520488,nm0588087",
1465,In Darkness,88%,109,2012,,,,,,,,
1466,The Raid: Redemption,86%,159,2012,,,,,,,,
1467,The Perks of Being a Wallflower,86%,159,2012,tt1659337,The Perks of Being a Wallflower,2012,Drama,8.0,418964.0,nm0154716,Stephen Chbosky
1468,Chronicle,85%,177,2012,tt1706593,Chronicle,2012,"Drama,Sci-Fi,Thriller",7.1,227871.0,nm2503633,Josh Trank
1469,End of Watch,85%,176,2012,tt1855199,End of Watch,2012,"Action,Crime,Drama",7.6,209607.0,nm0043742,David Ayer
1470,The Pirates! Band of Misfits,86%,150,2012,tt1430626,The Pirates! Band of Misfits,2012,"Adventure,Animation,Comedy",6.7,41616.0,"nm0627920,nm0520485",
1471,La fée (The Fairy),90%,39,2012,,,,,,,,
1472,Keep the Lights On,89%,62,2012,tt2011953,Keep the Lights On,2012,"Drama,Romance",6.3,4935.0,nm0755158,Ira Sachs
1473,Robot & Frank,86%,135,2012,tt1990314,Robot & Frank,2012,"Comedy,Crime,Drama",7.1,58878.0,nm1500577,Jake Schreier
1474,Seven Psychopaths,82%,213,2012,tt1931533,Seven Psychopaths,2012,"Comedy,Crime",7.2,221536.0,nm1732981,Martin McDonagh
1475,Neil Young Journeys,88%,60,2012,,,,,,,,
1476,Bully,85%,135,2012,tt2201825,Bully,2012,Comedy,7.5,845.0,nm0003733,Daniel Attias
1477,Bully,85%,135,2012,tt2353867,Bully,2012,Music,6.3,13.0,nm3637653,Anthony L. Coleman
1478,The Turin Horse,88%,58,2012,,,,,,,,
1479,Tabu,88%,57,2012,tt2153963,Tabu,2012,"Drama,Romance",7.3,5921.0,nm0326937,Miguel Gomes
1480,Tabu,88%,57,2012,tt2914306,Tabu,2012,"Drama,Short",5.6,12.0,nm1474236,Bo Mikkelsen
1481,Polisse,87%,82,2012,,,,,,,,
1482,Middle of Nowhere,88%,48,2012,tt1211890,Middle of Nowhere,2012,Drama,6.4,1395.0,nm1148550,Ava DuVernay
1483,Boy,87%,70,2012,tt2445032,Boy,2012,Drama,6.4,32.0,nm1683357,Tami Ravid
1484,Chico & Rita,87%,70,2012,,,,,,,,
1485,Miss Bala,87%,69,2012,,,,,,,,
1486,Starlet,88%,43,2012,tt2035630,Starlet,2012,Drama,6.8,6178.0,nm0048918,Sean Baker
1487,Rundskop (Bullhead),86%,71,2012,,,,,,,,
1488,The Impossible,81%,194,2012,tt1649419,The Impossible,2012,"Drama,History,Thriller",7.6,175699.0,nm1291105,J.A. Bayona
1489,Your Sister's Sister,83%,143,2012,,,,,,,,
1490,Brave,79%,240,2012,tt1217209,Brave,2012,"Adventure,Animation,Comedy",7.1,334180.0,"nm0152312,nm0700760,nm0028764",
1491,Brave,79%,240,2012,tt3575508,Brave,2012,Adventure,6.5,22.0,nm6257245,James A. Pitaro
1492,Brave,79%,240,2012,tt5289650,Brave,2012,Documentary,6.2,12.0,nm3766090,Doug Walker
1493,Sleepwalk With Me,84%,114,2012,,,,,,,,
1494,De rouille et d'os (Rust and Bone),82%,164,2012,,,,,,,,
1495,Magic Mike,80%,205,2012,tt1915581,Magic Mike,2012,"Comedy,Drama",6.1,123045.0,nm0001752,Steven Soderbergh
1496,Magic Mike,80%,205,2012,tt2323002,Magic Mike,2012,News,9.6,5.0,nm4424314,Steven Samblis
1497,The Big Picture,86%,43,2012,,,,,,,,
1498,Declaration of War,86%,42,2012,,,,,,,,
1499,Snabba cash (Easy Money),85%,67,2012,,,,,,,,
1500,Haywire,80%,190,2012,,,,,,,,
1501,Smashed,83%,105,2012,tt2063781,Smashed,2012,Drama,6.8,15522.0,nm1242054,James Ponsoldt
1502,Crazy Horse,85%,54,2012,,,,,,,,
1503,Flight,78%,229,2012,tt1907668,Flight,2012,"Drama,Thriller",7.3,300413.0,nm0000709,Robert Zemeckis
1504,Flight,78%,229,2012,tt2245683,Flight,2012,"Drama,Romance",8.8,1370.0,nm0180085,Rob Corn
1505,Flight,78%,229,2012,tt2298895,Flight,2012,"Family,Sci-Fi",8.0,8.0,nm0165136,Evan Clarry
1506,Gravity,96%,338,2013,tt1454468,Gravity,2013,"Drama,Sci-Fi,Thriller",7.7,701103.0,nm0190859,Alfonso Cuarón
1507,Gravity,96%,338,2013,tt3250084,Gravity,2013,"Comedy,Short",4.3,7.0,nm3766090,Doug Walker
1508,Gravity,96%,338,2013,tt4430410,Gravity,2013,Documentary,6.0,11.0,nm1989373,Laura Verklan
1509,12 Years a Slave,95%,351,2013,tt2024544,12 Years a Slave,2013,"Biography,Drama,History",8.1,569948.0,nm2588606,Steve McQueen
1510,Her,94%,266,2013,tt1798709,Her,2013,"Drama,Romance,Sci-Fi",8.0,459389.0,nm0005069,Spike Jonze
1511,Before Midnight,97%,193,2013,tt2209418,Before Midnight,2013,"Drama,Romance",7.9,121421.0,nm0000500,Richard Linklater
1512,Short Term 12,98%,164,2013,tt2370248,Short Term 12,2013,Drama,8.0,71841.0,nm2308774,Destin Daniel Cretton
1513,Mud,97%,177,2013,,,,,,,,
1514,Captain Phillips,93%,266,2013,tt1535109,Captain Phillips,2013,"Biography,Drama,Thriller",7.8,383637.0,nm0339030,Paul Greengrass
1515,20 Feet From Stardom,99%,121,2013,,,,,,,,
1516,Wadjda,99%,115,2013,,,,,,,,
1517,All Is Lost,94%,230,2013,tt2017038,All Is Lost,2013,"Action,Adventure,Drama",6.9,70221.0,nm1170855,J.C. Chandor
1518,American Hustle,92%,277,2013,tt1800241,American Hustle,2013,"Crime,Drama",7.2,414922.0,nm0751102,David O. Russell
1519,Dallas Buyers Club,93%,250,2013,tt0790636,Dallas Buyers Club,2013,"Biography,Drama",8.0,398654.0,nm0885249,Jean-Marc Vallée
1520,Inside Llewyn Davis,92%,272,2013,tt2042568,Inside Llewyn Davis,2013,"Drama,Music",7.5,122410.0,"nm0001053,nm0001054",
1521,Inside Llewyn Davis,92%,272,2013,tt3397826,Inside Llewyn Davis,2013,"Documentary,Talk-Show",7.5,16.0,nm0843254,Ron Sylvester
1522,Blackfish,98%,127,2013,tt2545118,Blackfish,2013,"Documentary,Drama",8.1,56005.0,nm1363250,Gabriela Cowperthwaite
1523,Zero Dark Thirty,91%,284,2013,,,,,,,,
1524,The Square (Al Midan),100%,65,2013,,,,,,,,
1525,Enough Said,95%,183,2013,tt2390361,Enough Said,2013,"Comedy,Drama,Romance",7.0,55390.0,nm0392237,Nicole Holofcener
1526,Fruitvale Station,94%,200,2013,tt2334649,Fruitvale Station,2013,"Biography,Drama,Romance",7.5,67579.0,nm3363032,Ryan Coogler
1527,56 Up,99%,68,2013,,,,,,,,
1528,The Selfish Giant,98%,83,2013,tt2304426,The Selfish Giant,2013,Drama,7.3,10587.0,nm1163237,Clio Barnard
1529,The Act Of Killing,95%,149,2013,,,,,,,,
1530,The Hunger Games: Catching Fire,89%,275,2013,tt1951264,The Hunger Games: Catching Fire,2013,"Action,Adventure,Sci-Fi",7.5,570396.0,nm1349376,Francis Lawrence
1531,Nebraska,90%,242,2013,tt1821549,Nebraska,2013,"Adventure,Comedy,Drama",7.7,104591.0,nm0668247,Alexander Payne
1532,Sound City,98%,45,2013,tt2306745,Sound City,2013,"Documentary,Music",7.8,11372.0,nm0342970,Dave Grohl
1533,Call Me Kuchu,98%,45,2013,,,,,,,,
1534,Frozen,90%,236,2013,tt2294629,Frozen,2013,"Adventure,Animation,Comedy",7.5,510813.0,"nm0118333,nm1601644",
1535,Let The Fire Burn,98%,43,2013,,,,,,,,
1536,Stories We Tell,94%,138,2013,,,,,,,,
1537,A Hijacking,95%,110,2013,,,,,,,,
1538,Muscle Shoals,96%,84,2013,tt2492916,Muscle Shoals,2013,"Biography,Documentary,History",7.7,3228.0,nm2310282,Greg 'Freddy' Camalier
1539,Room 237,94%,130,2013,,,,,,,,
1540,No,94%,129,2013,,,,,,,,
1541,Frances Ha,92%,175,2013,,,,,,,,
1542,Behind the Candelabra,95%,103,2013,tt1291580,Behind the Candelabra,2013,"Biography,Drama,Romance",7.0,37577.0,nm0001752,Steven Soderbergh
1543,Le passé (The Past),93%,147,2013,,,,,,,,
1544,Blue Jasmine,90%,218,2013,tt2334873,Blue Jasmine,2013,Drama,7.3,177992.0,nm0000095,Woody Allen
1545,Lore,94%,114,2013,,,,,,,,
1546,The Spectacular Now,92%,160,2013,tt1714206,The Spectacular Now,2013,"Comedy,Drama,Romance",7.1,132286.0,nm1242054,James Ponsoldt
1547,The World's End,89%,231,2013,tt1213663,The World's End,2013,"Action,Comedy,Sci-Fi",7.0,230029.0,nm0942367,Edgar Wright
1548,The Gatekeepers,94%,110,2013,,,,,,,,
1549,Blancanieves,94%,107,2013,,,,,,,,
1550,Rush,89%,222,2013,tt1979320,Rush,2013,"Action,Biography,Drama",8.1,387482.0,nm0000165,Ron Howard
1551,Rush,89%,222,2013,tt3202290,Rush,2013,"Action,Crime,Short",8.9,7.0,nm1974487,Peter Deak
1552,Rush,89%,222,2013,tt3203494,Rush,2013,"Documentary,Talk-Show",7.3,18.0,nm0843254,Ron Sylvester
1553,I Am Divine,96%,51,2013,tt1356790,I Am Divine,2013,Documentary,7.6,1985.0,nm0777593,Jeffrey Schwarz
1554,Cutie And The Boxer,95%,74,2013,,,,,,,,
1555,The Crash Reel,96%,46,2013,tt2499076,The Crash Reel,2013,"Biography,Documentary,Sport",8.2,4502.0,nm1013671,Lucy Walker
1556,Philomena,90%,189,2013,tt2431286,Philomena,2013,"Biography,Comedy,Drama",7.6,88121.0,nm0001241,Stephen Frears
1557,The Hunt (Jagten),92%,132,2013,,,,,,,,
1558,A Touch of Sin,94%,80,2013,tt2852400,A Touch of Sin,2013,"Action,Drama",7.1,8918.0,nm0422605,Zhangke Jia
1559,In a World...,92%,126,2013,tt2294677,In a World...,2013,Comedy,6.7,29167.0,nm1128572,Lake Bell
1560,Museum Hours,94%,67,2013,,,,,,,,
1561,Blue Is The Warmest Color,89%,185,2013,,,,,,,,
1562,Star Trek Into Darkness,85%,279,2013,tt1408101,Star Trek Into Darkness,2013,"Action,Adventure,Sci-Fi",7.7,443160.0,nm0009190,J.J. Abrams
1563,Star Trek Into Darkness,85%,279,2013,tt2931424,Star Trek Into Darkness,2013,"Comedy,Short",5.1,10.0,nm3766090,Doug Walker
1564,Star Trek Into Darkness,85%,279,2013,tt2939008,Star Trek Into Darkness,2013,"Comedy,Talk-Show",7.8,32.0,nm1518150,Mike Stoklasa
1565,Star Trek Into Darkness,85%,279,2013,tt3148152,Star Trek Into Darkness,2013,Comedy,7.5,67.0,nm0797520,Andy Signore
1566,The History Of Future Folk,95%,40,2013,,,,,,,,
1567,The Sapphires,91%,135,2013,,,,,,,,
1568,War Witch,94%,63,2013,,,,,,,,
1569,Still Mine,94%,62,2013,,,,,,,,
1570,The Great Beauty,91%,127,2013,tt2358891,The Great Beauty,2013,Drama,7.8,71413.0,nm0815204,Paolo Sorrentino
1571,Drug War,94%,50,2013,,,,,,,,
1572,A Band Called Death,94%,49,2013,,,,,,,,
1573,After Tiller,93%,58,2013,tt2430104,After Tiller,2013,"Biography,Documentary,Drama",7.5,971.0,"nm2029577,nm5300836",
1574,Our Children,93%,43,2013,,,,,,,,
1575,Mother Of George,93%,41,2013,,,,,,,,
1576,We Steal Secrets: The Story Of Wikileaks,91%,81,2013,,,,,,,,
1577,Beyond The Hills,90%,103,2013,,,,,,,,
1578,Caesar Must Die,92%,50,2013,,,,,,,,
1579,The Conjuring,85%,216,2013,tt1457767,The Conjuring,2013,"Horror,Mystery,Thriller",7.5,389820.0,nm1490123,James Wan
1580,Gimme The Loot,91%,67,2013,,,,,,,,
1581,The Punk Singer,91%,64,2013,tt1785612,The Punk Singer,2013,"Biography,Documentary,Music",7.4,2485.0,nm2481948,Sini Anderson
1582,The Angels' Share,89%,98,2013,,,,,,,,
1583,Much Ado About Nothing,86%,169,2013,tt2822024,Much Ado About Nothing,2013,Comedy,4.6,9.0,"nm0007179,nm2857917",
1584,Iron Man 3,80%,310,2013,tt1300854,Iron Man 3,2013,"Action,Adventure,Sci-Fi",7.2,675123.0,nm0000948,Shane Black
1585,Iron Man 3,80%,310,2013,tt2901620,Iron Man 3,2013,"Comedy,Short",5.3,9.0,nm3766090,Doug Walker
1586,Iron Man 3,80%,310,2013,tt3195038,Iron Man 3,2013,Comedy,7.6,69.0,nm0797520,Andy Signore
1587,Iron Man 3,80%,310,2013,tt5316554,Iron Man 3,2013,Comedy,5.1,13.0,nm7805782,Alexandr Sokolov
1588,Our Nixon,91%,43,2013,tt2282662,Our Nixon,2013,"Biography,Crime,Documentary",6.7,550.0,nm3704075,Penny Lane
