,genre_ids,id,original_title,overview,popularity,release_date,title,vote_average,vote_count,release_year,release_month
89,[99],568853,Almost Almost Famous,"Tribute artists make a living from the one-time fame of artists like Elvis, Jackie Wilson and Jerry Lee Lewis. Documentary.",0.6,2018-12-07,Almost Almost Famous,0.0,0,2018.0,12.0
90,"[12, 18]",8358,Cast Away,"Chuck, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia ditches at sea during a terrible storm. He's the only survivor, and he washes up on a tiny island with nothing but some flotsam and jetsam from the aircraft's cargo.",16.469,2000-12-22,Cast Away,7.6,5755,2000.0,12.0
91,[35],31389,Miss Cast Away,"A plane carrying beauty contestants crash lands on a deserted island. Captain Maximus Powers and co-pilot Mike Saunders have to take care of their passengers, while avoiding the dangers of Jurassic Pork (a giant prehistoric pig) and a group of apes busy trying to relaunch Noah's Ark.",2.056,2004-01-01,Miss Cast Away,2.7,5,2004.0,1.0
92,"[12, 18]",534416,Cast Away,"A rich American businessman and the world's top developer, John Smith is on his way to Puerto Rico from New York City to build a new hotel when a big storm hits his plane as he is flying over Bermuda. The plane goes down and crashes somewhere in the ocean, near Gusto island. John Smith survives the crash and is left alone on the island, with God as his only companion...",0.626,2017-12-06,Cast Away,0.0,0,2017.0,12.0
93,[],56285,Behind the Scenes: Cast Away,,0.6,2000-01-01,Behind the Scenes: Cast Away,1.0,1,2000.0,1.0
94,"[80, 18, 53]",4547,Panic Room,"Trapped in their New York brownstone's panic room, a hidden chamber built as a sanctuary in the event of break-ins, newly divorced Meg Altman and her young daughter Sarah play a deadly game of cat-and-mouse with three intruders - Burnham, Raoul and Junior - during a brutal home invasion. But the room itself is the focal point because what the intruders really want is inside it.",12.254,2002-03-29,Panic Room,6.7,2360,2002.0,3.0
95,"[35, 80, 18]",20637,Panic,"Alex is going through a midlife crisis and it has become a very difficult time for him. His marriage is struggling, he's worried about his son, and his job of killing people for his family has become the most stressful part of his life. He seeks the help of a therapist and meets a woman in the waiting room that he connects with.",2.999,2000-12-01,Panic,6.7,45,2000.0,12.0
96,"[27, 878]",113674,Panic,A scientist's experiment with a deadly bacteria goes awry and leaves him horribly deformed. The monstrous man then runs amok in his town.,2.061,1982-12-07,Panic,5.0,7,1982.0,12.0
97,"[35, 80, 18]",48931,Pánik,"Harminc éves korára Zsuzsi mindent elért, amire csak nő vágyhat: jól fizető állása, szép autója, saját lakása van, és fülig szerelmes a barátjába. Aztán egy szép napon kiderül, hogy pánikbetegsége van. Amikor a szerelme is elhagyja, Zsuzsi önként bevonul a Pánik Klinikára. Itt a terapeuta Dr. Berger Berta veszi kezelésbe. Úgy tűnik, hogy a klinika falain túl sem mindenki teljesen normális. Zsuzsi anyja, Elli és barátnője, Ilona leküzdhetetlen vásárlási- és kalandlázban ég, Ilona lánya betegesen félti a kisgyermekét, Zsuzsi öccse pedig szeretne az anyján segíteni. Vajon sikerül-e Zsuzsinak talpra állni, egyenesbe hozni saját és környezete életét?",1.4,2008-03-06,Panic,0.0,0,2008.0,3.0
98,"[27, 53]",78294,Panic Button,"Four young men have won a trip with their favorite social network. On board the private plane that took him to New York, they are invited to participate in an in-flight entertainment: a new online gaming experience. But this is no ordinary Thurs Trapped at 30,000 feet, they will play for their lives and those of their families. They will discover the hard way that put his life online can have dire consequences ...",3.901,2011-08-27,Panic Button,5.4,78,2011.0,8.0
99,[35],401388,Panika,"A woman in her thirties who wanted more of life jumps into an extramarital affair, only to lose her husband, her job, and finally her lover as well. However, she thinks she should start anew and have fun no matter the consequences.",1.127,2013-09-13,Panic,5.0,1,2013.0,9.0
100,"[18, 10749]",27554,The Panic in Needle Park,"This movie is a stark portrayal of life among a group of heroin addicts who hang out in Needle Park in New York City. Played against this setting is a low-key love story between Bobby, a young addict and small-time hustler, and Helen, a homeless girl who finds in her relationship with Bobby the stability she craves.",6.496,1971-07-13,The Panic in Needle Park,6.8,116,1971.0,7.0
101,"[16, 35, 10751, 878]",229405,Panic in the Mailroom,"Two Minions are busy at work in the mailroom. One of them, bored, decides to throw a box of expired PX-41 samples into its designated chute.",4.235,2013-12-10,Panic in the Mailroom,6.9,81,2013.0,12.0
102,"[18, 878, 53]",27568,Panic in Year Zero!,"While on a fishing trip, Harry Baldwin (Ray Milland) and his family hear an explosion and realize that Los Angeles has been leveled by a nuclear attack. Looters and killers are everywhere. Escaping to the hills with his family, he sets about the business of surviving in a world where, he knows, the old ideals of humanity will be first casualties.",3.482,1962-07-05,Panic in Year Zero!,6.3,41,1962.0,7.0
103,"[18, 53, 80]",32078,Panic in the Streets,"One night in the New Orleans slums, vicious hoodlum Blackie and his friends kill an illegal immigrant who won too much in a card game. Next morning, Dr. Clint Reed of the Public Health Service confirms the dead man had pneumonic plague. To prevent a catastrophic epidemic, Clint must find and inoculate the killers and their associates, with the reluctant aid of police captain Tom Warren, despite official skepticism, and in total secrecy, lest panic empty the city. Can a doctor turn detective? He has 48 hours to try...",3.134,1950-06-12,Panic in the Streets,7.1,44,1950.0,6.0
104,[],421561,Panic,"Music journalist Andrew Deeley (DAVID GYASI) lives in a high-rise tower block, physically and mentally scarred from a vicious attack. Alone and cut off from the world, he obsesses over Kem (YENNIS CHEUNG), his beautiful Chinese neighbour.  When Amy (PIPPA NIXON), a married woman he meets online, witnesses Kem's kidnapping, Deeley is left with no choice but to find Kem himself. Armed with only an Oyster card and a hammer, Deeley spirals into the heart of the Triad underworld as he searches for a woman the world has forgotten.",0.648,2016-11-18,Panic,0.0,0,2016.0,11.0
105,[],129496,筆仙驚魂,"Arts and drama students, Xiao-Wu, Mu Fan, Liu Si-Si and Lin Fei-Er rented a house with a courtyard in the suburds. It’s an old building with an ancient feel in it. It’s an eerie place. The locals avoided this place. During a quiet night, the electricity stopped. The four young men and women decided to play a game of Bunshidaba or Bi Xian………",1.388,2012-06-08,BiXian Panic,0.0,0,2012.0,6.0
106,[878],85478,Ataque de Pánico!,"Giant robots appear out of the mist and attack Montevideo, the capital of Uruguay. Accompanied by a squadron of spacecraft, they fire weapons at the city and destroy key buildings, leading to mass panic. The military fights back to little avail. At the end of the film, the robots fuse together to form a giant sphere, which then detonates and engulfs the city in a fireball. No explanation is given for the attack.",1.331,2009-09-18,Panic Attack!,6.3,23,2009.0,9.0
107,"[53, 27]",320020,Pánico,"Three tales of horror, isolation and insanity set in Mexico.",0.6,1972-06-15,Panic,5.0,1,1972.0,6.0
108,[18],276373,Πανικός,"Returning from a business trip to Rhodes, Markos finds out that his sick son has been kidnapped. He agrees to pay the ransom that the kidnappers demand but the police officer Makridis sees that the money used is marked so they can track them down.",0.6,1969-11-20,Panic,0.0,0,1969.0,11.0
109,"[9648, 27]",381294,Attic Panic,A woman is stuck in an attic but she soon finds she is not alone.,1.169,2015-02-13,Attic Panic,6.5,17,2015.0,2.0
110,"[53, 27]",201380,Panic,"After being harassed by a couple of punks, a young woman picks up an old lady standing at the roadside in the rain.",0.634,1978-01-01,Panic,9.0,1,1978.0,1.0
111,"[80, 18]",36517,Panic,"In this crime melodrama, a Swiss woman finds herself unwittingly involved in a plot to steal from her employer, a London diamond merchant. Her boyfriend is behind the scheme. First he sends two accomplices disguised as German jewelers to see the boss. He is not fooled by their ruse and is killed while the woman is knocked unconscious. She awakens with amnesia and begins aimlessly wandering the London streets. Thinking that his girl has squealed to the police, her boy friend begins scouring the town to find her. Meanwhile, she is taken in by a boxer who returns to the ring to win the money needed to get her out of the country. Trouble ensues when her lover finally finds her after the match and begins beating on the exhausted fighter.",0.6,1963-01-01,Panic,0.0,0,1963.0,1.0
112,[16],379133,Pink Panic,The Pink Panther stays in the haunted Dead Dog Hotel on a stormy night.,1.181,1967-01-11,Pink Panic,5.7,3,1967.0,1.0
113,"[18, 35]",470135,Atak paniki,Tragedy meets comedy in seven stories about how our entire world can collapse at any given moment.,1.887,2018-01-19,Panic Attack,6.0,22,2018.0,1.0
114,"[10749, 18]",48217,La veuve de Saint-Pierre,"In 1850, on the isolated French island of Saint-Pierre, a murder shocks the natives. Two fishermen are arrested. One of them, Louis Ollivier, dies in custody. The other, Neel Auguste, is sentenced to death by the guillotine. The island is so small that it has neither a guillotine nor an executioner. While those are sent for Auguste is placed under the supervision of army Captain.",2.391,2000-01-01,The Widow of Saint-Pierre,6.7,22,2000.0,1.0
115,[],414651,Aimée,Cannes Film Festival 1981,0.6,1981-09-06,Aimée,0.0,0,1981.0,9.0
116,"[18, 36, 10749]",2211,Aimee & Jaguar,"In 1943, while the Allies are bombing Berlin and the Gestapo is purging the capital of Jews, a dangerous love affair blossoms between two women - one a Jewish member of the underground, the other an exemplar of Nazi motherhood.",3.738,1999-02-10,Aimee & Jaguar,7.0,41,1999.0,2.0
117,"[35, 14, 10749]",9722,Bewitched,"Thinking he can overshadow an unknown actress in the part, an egocentric actor unknowingly gets a witch cast in an upcoming television remake of the classic show ""Bewitched"".",8.899,2005-06-21,Bewitched,4.9,836,2005.0,6.0
118,[18],471738,La mal-aimée,At the beginning of the holiday all the misfortunes seem to fall on young Ludivine who is barely 13 years old but sad as if she is one hundred.,1.475,1995-01-14,The Unloved,0.0,0,1995.0,1.0
119,[35],541213,Trop aimée,"The versatile Max Linder heads a novel chase in this film, the pursuers being three dogs, the pets of the comedian's fiancée. Max was dreadfully afraid of dogs anyhow, and of these dogs in particular, because they were jealous when their mistress caressed Max. On the wedding day he had them locked up, but they escaped and ran to the parlor, where the ceremony was in progress. Max fled through numberless streets, houses, rooms, and finally to the roof, where he gave up and sent back a note by the dogs declining to marry and be devoured. The picture amuses.",0.6,1910-08-10,Trop aimée,0.0,0,1910.0,8.0
