,Title,Director,Release Date,Revenue,Writers,Rotten Tomatoes Review,Number of RT Reviews,Release Year,Genres,Average IMDB Rating,Number of IMDB Votes,Popularity,Average TMDB Rating,Number of TMDB Votes,Release Month,director0,director0,director0,director_0
5284,No One Knows About Persian Cats,['Bahman Ghobadi'],"Apr 16, 2010","

                                106 minutes
                            
","['Bahman Ghobadi', 'Roxana Saberi', 'Hossein M. Abkenar']",,,,,,,1.661,6.9,28.0,5.0,['Bahman Ghobadi'],['Bahman Ghobadi'],['Bahman Ghobadi'],['Bahman Ghobadi']
5285,Boxing Gym,['Frederick Wiseman'],"Jul 28, 2014","

                                91 minutes
                            
",[],95%,42.0,2010.0,Documentary,7.1,387.0,0.6,5.5,7.0,10.0,['Frederick Wiseman'],['Frederick Wiseman'],['Frederick Wiseman'],['Frederick Wiseman']
5286,Tangled,"['Nathan Greno', 'Byron Howard']","Nov 24, 2010","$200,803,309","['Jacob Grimm', 'Dan Fogelman']",89%,221.0,2010.0,"Adventure,Animation,Comedy",7.8,361369.0,18.017,7.5,6087.0,2.0,"['Nathan Greno', 'Byron Howard']","['Nathan Greno', 'Byron Howard']","['Nathan Greno', 'Byron Howard']","['Nathan Greno', 'Byron Howard']"
5306,The Tillman Story,['Amir Bar-Lev'],"Aug 20, 2010","$798,940","['Mark Monroe', 'Joe Bini', 'Amir Bar-Lev']",93%,86.0,2010.0,"Biography,Documentary,Mystery",7.8,4271.0,2.44,7.7,31.0,8.0,['Amir Bar-Lev'],['Amir Bar-Lev'],['Amir Bar-Lev'],['Amir Bar-Lev']
5307,Fish Tank,['Andrea Arnold'],"Jan 15, 2010","$187,074",['Andrea Arnold'],91%,145.0,2010.0,,,,6.433,7.0,417.0,5.0,['Andrea Arnold'],['Andrea Arnold'],['Andrea Arnold'],['Andrea Arnold']
5309,Samson and Delilah,['Warwick Thornton'],"Oct 15, 2010","

                                101 minutes
                            
",['Warwick Thornton'],94%,50.0,2010.0,,,,6.056,6.0,57.0,12.0,['Warwick Thornton'],['Warwick Thornton'],['Warwick Thornton'],['Warwick Thornton']
5320,Let Me In,['Matt Reeves'],"Oct 1, 2010","$12,134,420",['Matt Reeves'],88%,229.0,2010.0,"Drama,Fantasy,Horror",7.1,106229.0,9.489,6.7,1028.0,10.0,['Matt Reeves'],['Matt Reeves'],['Matt Reeves'],['Matt Reeves']
5340,The Secret in Their Eyes,['Billy Ray'],"Nov 20, 2015","

                                90 minutes
                            
",['Billy Ray'],,,,,,,10.064,7.9,1100.0,8.0,['Billy Ray'],['Billy Ray'],['Billy Ray'],['Billy Ray']
5342,The Illusionist,['Sylvain Chomet'],"Dec 25, 2010","$2,200,000","['Jacques Tati', 'Sylvain Chomet']",,,,,,,12.491,7.2,2637.0,8.0,['Sylvain Chomet'],['Sylvain Chomet'],['Sylvain Chomet'],['Sylvain Chomet']
5371,Vincere,['Marco Bellocchio'],"Mar 19, 2010","$600,000","['Marco Bellocchio', 'Daniela Ceselli']",92%,91.0,2010.0,,,,3.756,6.6,50.0,5.0,['Marco Bellocchio'],['Marco Bellocchio'],['Marco Bellocchio'],['Marco Bellocchio']
5391,Black Swan,['Henry King'],"Dec 4, 1942","

                                85 minutes
                            
","['Ben Hecht', 'Seton I. Miller']",85%,297.0,2010.0,"Drama,Thriller",8.0,642411.0,24.437,7.5,8074.0,12.0,['Henry King'],['Henry King'],['Henry King'],['Henry King']
5399,Lourdes,['Jessica Hausner'],"Feb 17, 2010","

                                99 minutes
                            
",['Jessica Hausner'],93%,40.0,2010.0,,,,2.169,6.4,19.0,9.0,['Jessica Hausner'],['Jessica Hausner'],['Jessica Hausner'],['Jessica Hausner']
5419,Dogtooth,['Yorgos Lanthimos'],"Jun 25, 2010","$110,197","['Yorgos Lanthimos', 'Efthimis Filippou']",,,,,,,11.613,7.2,715.0,6.0,['Yorgos Lanthimos'],['Yorgos Lanthimos'],['Yorgos Lanthimos'],['Yorgos Lanthimos']
10804,Waiting for Superman,['Davis Guggenheim'],"Sep 24, 2010","$6,410,257","['Davis Guggenheim', 'Billy Kimball']",90%,118.0,2010.0,,,,,,,,['Davis Guggenheim'],['Davis Guggenheim'],['Davis Guggenheim'],['Davis Guggenheim']
5422,The Secret of Kells,"['Tomm Moore', 'Nora Twomey']","Mar 12, 2010","$686,383",['Fabrice Ziolkowski'],91%,81.0,2010.0,,,,6.819,7.5,271.0,2.0,"['Tomm Moore', 'Nora Twomey']","['Tomm Moore', 'Nora Twomey']","['Tomm Moore', 'Nora Twomey']","['Tomm Moore', 'Nora Twomey']"
5423,Blue Valentine,"['Andrij Parekh', 'Derek Cianfrance']","Dec 29, 2010","$9,600,000","['Derek Cianfrance', 'Joey Curtis', 'Cami Delavigne']",87%,201.0,2010.0,"Drama,Romance",7.4,168660.0,9.05,6.9,1599.0,12.0,"['Andrij Parekh', 'Derek Cianfrance']","['Andrij Parekh', 'Derek Cianfrance']","['Andrij Parekh', 'Derek Cianfrance']","['Andrij Parekh', 'Derek Cianfrance']"
5425,Lebanon,['Ben Hickernell'],"Apr 29, 2011","$44,674",['Ben Hickernell'],,,,,,,4.515,6.3,85.0,10.0,['Ben Hickernell'],['Ben Hickernell'],['Ben Hickernell'],['Ben Hickernell']
5445,Rabbit Hole,['John Cameron Mitchell'],"Dec 17, 2010","$2,221,809",['David Lindsay-Abaire'],87%,195.0,2010.0,Drama,7.0,45121.0,7.365,6.8,282.0,12.0,['John Cameron Mitchell'],['John Cameron Mitchell'],['John Cameron Mitchell'],['John Cameron Mitchell']
5451,Alamar,['Pedro González-Rubio'],"Jul 14, 2010","$61,613",['Pedro González-Rubio'],,,,,,,1.4,6.9,15.0,12.0,['Pedro González-Rubio'],['Pedro González-Rubio'],['Pedro González-Rubio'],['Pedro González-Rubio']
10804,Cropsey,"['Josh Zeman', 'Barbara Brancaccio', 'Joshua Zeman']","Jun 4, 2010","$42,393","['Joshua Zeman', 'Josh Zeman']",91%,43.0,2010.0,,,,,,,,"['Josh Zeman', 'Barbara Brancaccio', 'Joshua Zeman']","['Josh Zeman', 'Barbara Brancaccio', 'Joshua Zeman']","['Josh Zeman', 'Barbara Brancaccio', 'Joshua Zeman']","['Josh Zeman', 'Barbara Brancaccio', 'Joshua Zeman']"
10804,Unstoppable,['David Carson'],"Oct 27, 2004","

                                96 minutes
                            
",['Tom Vaughan'],86%,191.0,2010.0,"Action,Thriller",6.8,171599.0,,,,,['David Carson'],['David Carson'],['David Carson'],['David Carson']
5454,My Dog Tulip,"['Paul Fierlinger', 'Sandra Fierlinger']","Sep 1, 2010","$246,574",['Paul Fierlinger'],90%,59.0,2010.0,,,,1.608,7.3,12.0,1.0,"['Paul Fierlinger', 'Sandra Fierlinger']","['Paul Fierlinger', 'Sandra Fierlinger']","['Paul Fierlinger', 'Sandra Fierlinger']","['Paul Fierlinger', 'Sandra Fierlinger']"
10804,Alle Anderen,['Maren Ade'],"Apr 9, 2010","$11,009",['Maren Ade'],,,,,,,,,,,['Maren Ade'],['Maren Ade'],['Maren Ade'],['Maren Ade']
5460,Easy A,['Will Gluck'],"Sep 17, 2010","$58,401,464",['Bert V. Royal'],85%,186.0,2010.0,"Comedy,Drama,Romance",7.1,326721.0,13.57,6.8,3924.0,9.0,['Will Gluck'],['Will Gluck'],['Will Gluck'],['Will Gluck']
5480,Buried,['Rodrigo Cortés'],"Sep 24, 2010","$200,000",['Chris Sparling'],86%,155.0,2010.0,"Drama,Mystery,Thriller",7.0,138114.0,6.901,6.6,1431.0,9.0,['Rodrigo Cortés'],['Rodrigo Cortés'],['Rodrigo Cortés'],['Rodrigo Cortés']
5503,Please Give,['Nicole Holofcener'],"Apr 30, 2010","$4,033,268",['Nicole Holofcener'],86%,139.0,2010.0,"Comedy,Drama",6.6,10585.0,3.841,6.3,78.0,1.0,['Nicole Holofcener'],['Nicole Holofcener'],['Nicole Holofcener'],['Nicole Holofcener']
5504,Terribly Happy,['Henrik Ruben Genz'],"Feb 1, 2010","$44,411","['Henrik Ruben Genz', 'Dunja Gry Jensen']",,,,,,,0.6,0.0,0.0,2.0,['Henrik Ruben Genz'],['Henrik Ruben Genz'],['Henrik Ruben Genz'],['Henrik Ruben Genz']
5506,Get Low,['Aaron Schneider'],"Jul 30, 2010","$9,176,469","['Chris Provenzano', 'C. Gaby Mitchell', 'Aaron Schneider']",85%,143.0,2010.0,,,,6.325,6.7,134.0,1.0,['Aaron Schneider'],['Aaron Schneider'],['Aaron Schneider'],['Aaron Schneider']
5509,White Material,['Claire Denis'],"Nov 19, 2010","$302,819","['Claire Denis', ""Marie N'Diaye""]",86%,88.0,2010.0,,,,3.287,7.2,55.0,3.0,['Claire Denis'],['Claire Denis'],['Claire Denis'],['Claire Denis']
5510,The Square,['Nash Edgerton'],"Apr 9, 2010","$404,898","['Joel Edgerton', 'Matthew Dabner']",86%,85.0,2010.0,,,,7.384,6.9,572.0,8.0,['Nash Edgerton'],['Nash Edgerton'],['Nash Edgerton'],['Nash Edgerton']
5531,Farewell,[' Jan Schütte '],"Jan 16, 2002","

                                93 minutes
                            
",['Klaus Pohl'],,,,,,,4.559,6.5,61.0,9.0,[' Jan Schütte '],[' Jan Schütte '],[' Jan Schütte '],[' Jan Schütte ']
5550,Looking for Eric,['Ken Loach'],"May 14, 2010","$215,173",['Paul Laverty'],85%,99.0,2010.0,,,,5.056,6.4,129.0,5.0,['Ken Loach'],['Ken Loach'],['Ken Loach'],['Ken Loach']
5568,Four Lions,['Christopher Morris'],"Nov 5, 2010","$308,769","['Christopher Morris', 'Jesse Armstrong', 'Sam Bain', 'Simon Blackwell']",83%,133.0,2010.0,"Comedy,Crime,Drama",7.3,65655.0,7.419,7.0,608.0,5.0,['Christopher Morris'],['Christopher Morris'],['Christopher Morris'],['Christopher Morris']
10804,The Art Of The Steal,['Jonathan Sobol'],"Mar 14, 2014","

                                90 minutes
                            
",['Jonathan Sobol'],85%,60.0,2010.0,,,,,,,,['Jonathan Sobol'],['Jonathan Sobol'],['Jonathan Sobol'],['Jonathan Sobol']
5596,I Am Love,['Luca Guadagnino'],"Jun 18, 2010","$5,004,648","['Ivan Cotroneo', 'Barbara Alberti', 'Walter Fasano', 'Luca Guadagnino']",82%,129.0,2010.0,,,,4.396,6.9,143.0,9.0,['Luca Guadagnino'],['Luca Guadagnino'],['Luca Guadagnino'],['Luca Guadagnino']
5613,North Face,['Philipp Stölzl'],"Jan 29, 2010","$500,948","['Christopher Silber', 'Philipp Stölzl', 'Christoph Silber', 'Rupert Henning', 'Johannes Naber']",,,,,,,6.599,7.4,121.0,10.0,['Philipp Stölzl'],['Philipp Stölzl'],['Philipp Stölzl'],['Philipp Stölzl']
5616,Cyrus,"['Jay Duplass', 'Mark Duplass']","Jun 18, 2010","$7,455,447","['Jay Duplass', 'Mark Duplass']",80%,154.0,2010.0,"Crime,Horror,Mystery",4.7,937.0,7.956,6.0,197.0,6.0,"['Jay Duplass', 'Mark Duplass']","['Jay Duplass', 'Mark Duplass']","['Jay Duplass', 'Mark Duplass']","['Jay Duplass', 'Mark Duplass']"
5632,Catfish,"['Ariel Schulman', 'Henry Joost']","Jan 4, 2011","

                                86 minutes
                            
",[],80%,149.0,2010.0,"Documentary,Drama,Mystery",7.1,38461.0,5.723,6.8,278.0,9.0,"['Ariel Schulman', 'Henry Joost']","['Ariel Schulman', 'Henry Joost']","['Ariel Schulman', 'Henry Joost']","['Ariel Schulman', 'Henry Joost']"
5643,Nowhere Boy,['Sam Taylor-Johnson'],"Oct 8, 2010","$1,445,366",['Matt Greenhalgh'],80%,145.0,2010.0,,,,7.041,7.3,448.0,12.0,['Sam Taylor-Johnson'],['Sam Taylor-Johnson'],['Sam Taylor-Johnson'],['Sam Taylor-Johnson']
5645,Mademoiselle Chambon,['Stéphane Brizé'],"Jun 11, 2010","$530,369","['Stéphane Brizé', 'Florence Vignon']",83%,52.0,2010.0,,,,1.694,6.3,32.0,10.0,['Stéphane Brizé'],['Stéphane Brizé'],['Stéphane Brizé'],['Stéphane Brizé']
5647,City Island,['Raymond De Felitta'],"Mar 19, 2010","$6,670,712",['Raymond De Felitta'],81%,101.0,2010.0,,,,6.311,7.0,171.0,3.0,['Raymond De Felitta'],['Raymond De Felitta'],['Raymond De Felitta'],['Raymond De Felitta']
1072,Made in Dagenham,['Nigel Cole'],"Nov 19, 2010","$1,094,798",['William Ivory'],80%,128.0,2010.0,"Biography,Comedy,Drama",7.2,13012.0,5.318,6.6,146.0,9.0,['Nigel Cole'],['Nigel Cole'],['Nigel Cole'],['Nigel Cole']
5655,The Disappearance of Alice Creed,['J Blakeson'],"Aug 6, 2010","$166,980",['J Blakeson'],81%,95.0,2010.0,,,,7.191,6.6,269.0,9.0,['J Blakeson'],['J Blakeson'],['J Blakeson'],['J Blakeson']
5658,Fair Game,['Michael Whaley'],"Feb 12, 2005","

                                85 minutes
                            
","['J.M. Winters', 'Michael Whaley']",78%,172.0,2010.0,"Biography,Drama,Thriller",6.8,43598.0,8.432,4.1,96.0,11.0,['Michael Whaley'],['Michael Whaley'],['Michael Whaley'],['Michael Whaley']
5666,Cairo Time,['Ruba Nadda'],"Aug 6, 2010","$1,500,000",['Ruba Nadda'],81%,79.0,2010.0,,,,2.864,6.2,31.0,9.0,['Ruba Nadda'],['Ruba Nadda'],['Ruba Nadda'],['Ruba Nadda']
10804,Disneynature Oceans,"['Jacques Cluzaud', 'Jacques Perrin']","Apr 22, 2010","$19,000,000","['Jacques Perrin', 'Jacques Cluzaud', 'François Sarano', 'Stéphane Durand', 'Laurent Debas']",81%,78.0,2010.0,,,,,,,,"['Jacques Cluzaud', 'Jacques Perrin']","['Jacques Cluzaud', 'Jacques Perrin']","['Jacques Cluzaud', 'Jacques Perrin']","['Jacques Cluzaud', 'Jacques Perrin']"
4190,Iron Man 2,['Justin Theroux'],"Sep 28, 2010","

                                124 minutes
                            
",[],73%,287.0,2010.0,"Action,Adventure,Sci-Fi",7.0,640461.0,35.715,6.8,11574.0,4.0,['Justin Theroux'],['Justin Theroux'],['Justin Theroux'],['Justin Theroux']
5682,Tiny Furniture,['Lena Dunham'],"Nov 12, 2010","$389,334",['Lena Dunham'],79%,97.0,2010.0,"Comedy,Drama,Romance",6.2,13277.0,4.142,5.9,79.0,11.0,['Lena Dunham'],['Lena Dunham'],['Lena Dunham'],['Lena Dunham']
5231,Mother and Child,['Rodrigo García'],"May 7, 2010","$1,110,286",['Rodrigo García'],78%,127.0,2010.0,,,,4.777,6.9,65.0,11.0,['Rodrigo García'],['Rodrigo García'],['Rodrigo García'],['Rodrigo García']
10804,Solitary Man,"['Brian Koppelman', 'David Levien']","May 21, 2010","$4,360,548",['Brian Koppelman'],79%,96.0,2010.0,"Crime,Drama,Mystery",6.7,1071.0,,,,,"['Brian Koppelman', 'David Levien']","['Brian Koppelman', 'David Levien']","['Brian Koppelman', 'David Levien']","['Brian Koppelman', 'David Levien']"
5683,Countdown to Zero,['Lucy Walker'],"Jul 23, 2010","$271,323",['Lucy Walker'],79%,87.0,2010.0,Documentary,6.9,2069.0,1.47,6.6,20.0,1.0,['Lucy Walker'],['Lucy Walker'],['Lucy Walker'],['Lucy Walker']
5687,Night Catches Us,['Tanya Hamilton'],"Dec 3, 2010","$75,343",['Tanya Hamilton'],80%,56.0,2010.0,"Drama,Romance",6.3,1381.0,1.406,3.9,6.0,12.0,['Tanya Hamilton'],['Tanya Hamilton'],['Tanya Hamilton'],['Tanya Hamilton']
5688,Greenberg,['Noah Baumbach'],"Mar 26, 2010","$2,293,918","['Jennifer Jason Leigh', 'Noah Baumbach']",76%,170.0,2010.0,"Comedy,Drama,Romance",6.1,33510.0,6.973,5.9,269.0,3.0,['Noah Baumbach'],['Noah Baumbach'],['Noah Baumbach'],['Noah Baumbach']
5701,How I Ended This Summer,"['Aleksei Popogrebsky', 'Mirko Rucnov']","Jan 28, 2010","

                                124 minutes
                            
",['Aleksei Popogrebsky'],79%,43.0,2010.0,Drama,7.0,6044.0,3.736,6.1,50.0,2.0,"['Aleksei Popogrebsky', 'Mirko Rucnov']","['Aleksei Popogrebsky', 'Mirko Rucnov']","['Aleksei Popogrebsky', 'Mirko Rucnov']","['Aleksei Popogrebsky', 'Mirko Rucnov']"
5702,The Girl on the Train,['André Téchiné'],"Jan 22, 2010","$207,323","['André Téchiné', 'Odile Barski', 'Jean-Marie Besset']",,,,,,,12.51,6.3,3345.0,10.0,['André Téchiné'],['André Téchiné'],['André Téchiné'],['André Téchiné']
10804,Nanny McPhee Returns,['Susanna White'],"Aug 20, 2010","$28,995,450",['Emma Thompson'],76%,119.0,2010.0,"Comedy,Family,Fantasy",6.1,24633.0,,,,,['Susanna White'],['Susanna White'],['Susanna White'],['Susanna White']
5707,The Artist,['Michel Hazanavicius'],"Nov 25, 2011","$44,667,095",['Michel Hazanavicius'],95%,307.0,2011.0,"Comedy,Drama,Romance",7.9,215934.0,10.485,7.4,1721.0,6.0,['Michel Hazanavicius'],['Michel Hazanavicius'],['Michel Hazanavicius'],['Michel Hazanavicius']
5372,Moneyball,['Bennett Miller'],"Sep 23, 2011","$75,605,492","['Steven Zaillian', 'Aaron Sorkin']",94%,255.0,2011.0,"Biography,Drama,Sport",7.6,323112.0,16.048,7.1,2153.0,9.0,['Bennett Miller'],['Bennett Miller'],['Bennett Miller'],['Bennett Miller']
5743,The Muppets,['James Bobin'],"Nov 23, 2011","$88,625,922","['Jason Segel', 'Nicholas Stoller']",95%,220.0,2011.0,"Adventure,Comedy,Family",7.1,82320.0,7.833,6.6,795.0,11.0,['James Bobin'],['James Bobin'],['James Bobin'],['James Bobin']
5764,Poetry,['Chang-dong Lee'],"Feb 11, 2011","$355,044",['Chang-dong Lee'],100%,66.0,2011.0,,,,5.318,7.6,89.0,5.0,['Chang-dong Lee'],['Chang-dong Lee'],['Chang-dong Lee'],['Chang-dong Lee']
5783,Le Havre,['Aki Kaurismäki'],"Oct 21, 2011","$332,068",['Aki Kaurismäki'],99%,93.0,2011.0,"Comedy,Drama",7.2,18308.0,5.927,6.9,162.0,9.0,['Aki Kaurismäki'],['Aki Kaurismäki'],['Aki Kaurismäki'],['Aki Kaurismäki']
5788,The Interrupters,['Steve James (II)'],"Feb 13, 2012","

                                125 minutes
                            
",[],99%,89.0,2011.0,"Crime,Documentary",7.5,3318.0,1.559,6.9,19.0,7.0,['Steve James (II)'],['Steve James (II)'],['Steve James (II)'],['Steve James (II)']
5789,Project Nim,['James Marsh'],"Feb 7, 2012","

                                99 minutes
                            
",[],97%,141.0,2011.0,Documentary,7.4,7896.0,3.93,6.8,74.0,7.0,['James Marsh'],['James Marsh'],['James Marsh'],['James Marsh']
5790,Nostalgia for the Light,['Patricio Guzmán'],"Mar 18, 2011","$96,142",['Patricio Guzmán'],100%,46.0,2011.0,,,,3.792,7.8,54.0,10.0,['Patricio Guzmán'],['Patricio Guzmán'],['Patricio Guzmán'],['Patricio Guzmán']
5793,We Were Here,"['David Weissman', 'Bill Weber']","May 15, 2012","
Independent Films
",[],100%,44.0,2011.0,"Biography,Documentary,History",7.8,1825.0,1.869,7.8,26.0,9.0,"['David Weissman', 'Bill Weber']","['David Weissman', 'Bill Weber']","['David Weissman', 'Bill Weber']","['David Weissman', 'Bill Weber']"
5812,Bill Cunningham New York,['Richard Press'],"Sep 19, 2011","

                                84 minutes
                            
",[],99%,72.0,2011.0,,,,3.294,7.9,47.0,3.0,['Richard Press'],['Richard Press'],['Richard Press'],['Richard Press']
5814,Drive,['Steve Wang'],"Aug 11, 1998","

                                99 minutes
                            
",['Scott Phillips'],92%,255.0,2011.0,"Crime,Drama",7.8,516431.0,13.038,7.5,6472.0,8.0,['Steve Wang'],['Steve Wang'],['Steve Wang'],['Steve Wang']
5834,Source Code,['Duncan Jones'],"Apr 1, 2011","$54,696,902","['Ben Ripley', 'Billy Ray']",92%,254.0,2011.0,"Action,Drama,Sci-Fi",7.5,448126.0,12.482,7.2,4331.0,3.0,['Duncan Jones'],['Duncan Jones'],['Duncan Jones'],['Duncan Jones']
5836,Cave of Forgotten Dreams,['Werner Herzog'],"Apr 29, 2011","$5,234,785",['Werner Herzog'],96%,133.0,2011.0,,,,6.487,7.2,138.0,9.0,['Werner Herzog'],['Werner Herzog'],['Werner Herzog'],['Werner Herzog']
5837,Hugo,['Martin Scorsese'],"Nov 23, 2011","$73,820,094",['John Logan'],93%,220.0,2011.0,"Adventure,Drama,Family",7.5,282813.0,11.526,7.1,3921.0,11.0,['Martin Scorsese'],['Martin Scorsese'],['Martin Scorsese'],['Martin Scorsese']
5857,Midnight in Paris,['Woody Allen'],"Jun 10, 2011","$55,400,000",['Woody Allen'],93%,217.0,2011.0,"Comedy,Fantasy,Romance",7.7,353119.0,13.638,7.5,3785.0,5.0,['Woody Allen'],['Woody Allen'],['Woody Allen'],['Woody Allen']
10804,Born To Be Wild,['Joseph Kane'],"Feb 16, 1938","
                        
                            Republic
                        
                    ",['Nathanael West'],98%,49.0,2011.0,,,,,,,,['Joseph Kane'],['Joseph Kane'],['Joseph Kane'],['Joseph Kane']
5907,Tomboy,"['Robert McGowan', 'Robert F. McGowan']","Mar 29, 2011","
                        
                            Monogram
                        
                    ","['Marion Orth', 'Dorothy Davenport', 'Dorothy Reid']",97%,64.0,2011.0,Drama,7.4,15317.0,6.507,7.2,277.0,4.0,"['Robert McGowan', 'Robert F. McGowan']","['Robert McGowan', 'Robert F. McGowan']","['Robert McGowan', 'Robert F. McGowan']","['Robert McGowan', 'Robert F. McGowan']"
7212,Weekend,['Michael Todd Kuskin'],"Jun 16, 2007","

                                99 minutes
                            
",['Michael Todd Kuskin'],95%,81.0,2011.0,"Drama,Romance",7.6,25133.0,3.748,7.3,75.0,12.0,['Michael Todd Kuskin'],['Michael Todd Kuskin'],['Michael Todd Kuskin'],['Michael Todd Kuskin']
10804,Arthur Christmas,"['Sarah Smith', 'Barry Cook']","Nov 23, 2011","$46,440,491","['Peter Baynham', 'Sarah Smith']",92%,165.0,2011.0,"Adventure,Animation,Comedy",7.1,45097.0,,,,,"['Sarah Smith', 'Barry Cook']","['Sarah Smith', 'Barry Cook']","['Sarah Smith', 'Barry Cook']","['Sarah Smith', 'Barry Cook']"
10804,The Arbor,['Clio Barnard'],"Apr 27, 2011","$21,268",['Clio Barnard'],96%,46.0,2011.0,,,,,,,,['Clio Barnard'],['Clio Barnard'],['Clio Barnard'],['Clio Barnard']
10804,Silent Souls,['Aleksei Fedorchenko'],"Sep 16, 2011","

                                75 minutes
                            
",['Denis Osokin'],96%,46.0,2011.0,,,,,,,,['Aleksei Fedorchenko'],['Aleksei Fedorchenko'],['Aleksei Fedorchenko'],['Aleksei Fedorchenko']
5933,Take Shelter,['Jeff Nichols'],"Sep 30, 2011","$1,600,000",['Jeff Nichols'],92%,161.0,2011.0,"Drama,Horror,Thriller",7.4,82423.0,8.316,7.2,761.0,9.0,['Jeff Nichols'],['Jeff Nichols'],['Jeff Nichols'],['Jeff Nichols']
5934,Incendies,['Denis Villeneuve'],"Sep 13, 2011","

                                130 minutes
                            
",[],93%,121.0,2011.0,,,,9.561,8.1,977.0,9.0,['Denis Villeneuve'],['Denis Villeneuve'],['Denis Villeneuve'],['Denis Villeneuve']
5941,Martha Marcy May Marlene,['Sean Durkin'],"Oct 21, 2011","$2,981,038",['Sean Durkin'],90%,204.0,2011.0,"Drama,Mystery,Thriller",6.9,45578.0,8.09,6.7,399.0,10.0,['Sean Durkin'],['Sean Durkin'],['Sean Durkin'],['Sean Durkin']
5942,Senna,['Asif Kapadia'],"Aug 12, 2011","$1,602,460",['Manish Pandey'],92%,118.0,2011.0,,,,7.329,8.3,415.0,10.0,['Asif Kapadia'],['Asif Kapadia'],['Asif Kapadia'],['Asif Kapadia']
5960,Of Gods and Men,['Xavier Beauvois'],"Feb 25, 2011","$3,200,000","['Xavier Beauvois', 'Etienne Comar']",92%,116.0,2011.0,,,,6.941,6.7,166.0,5.0,['Xavier Beauvois'],['Xavier Beauvois'],['Xavier Beauvois'],['Xavier Beauvois']
5962,Attack the Block,['Joe Cornish'],"Jul 29, 2011","$800,000",['Joe Cornish'],90%,174.0,2011.0,"Action,Comedy,Sci-Fi",6.6,93263.0,8.312,6.4,1122.0,5.0,['Joe Cornish'],['Joe Cornish'],['Joe Cornish'],['Joe Cornish']
